X13A1 X13A2 X13A3 IC39A1 IC39A2 IC39A3 genenames
2396 2079 2445 1284 1414 1419 ZNF850
226 191 182 176 226 182 ZNF790-AS1
628 461 597 470 470 510 ZNF790
66 75 69 58 84 48 NA
866 710 807 786 801 896 ZNF345
615 519 692 362 422 432 ZNF829
782 640 766 593 627 673 ZNF568
1052 886 1017 576 564 644 ZNF420
46 29 39 43 45 53 NA
1407 1200 1240 580 611 619 ZNF585A
1032 874 962 837 844 928 ZNF585B
598 474 489 551 528 510 ZNF383
2837 2400 2692 1823 2236 2422 ZNF875
17 15 14 32 35 39 NA
38 19 35 31 47 40 NA
79 79 70 80 109 105 NA
652 516 590 599 669 653 ZNF527
1509 1305 1662 886 936 993 ZNF569
921 777 870 889 916 947 ZNF570
218 199 234 172 201 228 ZNF793-AS1
1418 1132 1260 1367 1598 1632 ZNF793
50 23 33 22 46 34 NA
405 248 330 241 326 338 ZNF571-AS1
168 133 139 182 183 178 ZNF540
573 501 595 351 380 437 ZNF571
3536 2902 3328 2294 2501 2577 ZFP30
56 51 35 58 55 46 ZNF781
1050 842 832 573 587 691 ZNF607
958 746 811 568 681 670 ZNF573
54 38 31 23 39 27 NA
208 183 156 279 353 408 NA
2243 1981 1995 1606 2213 2471 SIPA1L3
462 425 449 1151 1491 1638 DPF1
76 66 59 44 73 83 SPINT2
1042 818 938 403 657 751 YIF1B
177 126 133 268 340 320 CATSPERG
3808 3233 3673 2194 2839 3020 PSMD8
68 64 75 52 89 78 GGN
470 384 432 674 873 1006 SPRED3
235 196 199 178 205 227 FAM98C
52 28 34 16 43 42 RASGRP4
431 279 364 247 340 389 RYR1
5531 4638 5108 2173 2716 2718 EIF3K
5779 5101 5590 3059 4215 4617 ACTN4
136 133 104 143 157 144 NA
1094 961 1009 393 508 529 ECH1
117 95 99 74 64 92 NA
10834 9253 11053 7157 8227 9006 HNRNPL
122 112 105 115 105 120 NA
59 40 36 33 26 26 RINL
737 602 662 682 796 841 SIRT2
424 333 440 256 338 414 NFKBIB
97 98 92 73 90 125 SARS2
506 464 471 208 316 326 MRPS12
52 44 38 44 44 29 NA
543 436 457 121 162 156 FBXO17
2288 1903 2081 1552 2099 2369 PAK4
278 226 215 258 341 391 LRFN1
4774 4249 4849 3652 4767 5094 SAMD4B
1695 1524 1674 1893 2327 2553 PAF1
1323 1079 1308 988 1140 1259 MED29
62 44 55 51 46 52 NA
235 263 266 55 80 104 ZFP36
3185 3042 3060 3610 4682 5062 PLEKHG2
31246 24506 28182 8626 11505 11656 RPS16
4054 3714 4109 3776 4467 4966 SUPT5H
2091 1812 1973 1386 1855 1848 TIMM50
240 234 229 564 835 1007 DLL3
78 73 77 28 42 42 NA
409 324 361 205 191 181 EID2B
1088 1049 1148 719 783 839 EID2
41 38 43 36 50 76 NA
47 34 37 39 46 46 NA
856 731 787 625 871 1058 DYRK1B
7038 5833 7140 2554 3141 3301 FBL
36 48 38 44 74 57 FCGBP
91 76 61 59 69 51 LOC124904720
2617 2490 2827 2263 2721 2726 PSMC4
48 44 56 40 39 56 NA
1069 798 951 631 742 730 ZNF546
284 205 258 141 189 218 NA
2118 1780 2050 1631 1832 1887 ZNF780B
2121 1681 1898 1171 1176 1244 ZNF780A
710 568 689 578 742 938 MAP3K10
37 16 17 99 111 138 TTC9B
5725 4784 5062 3566 4469 4734 AKT2
127 102 113 61 119 102 NA
661 565 653 551 766 714 C19orf47
4853 4096 4355 3480 4906 5518 PLD3
257 214 294 324 345 305 NA
495 423 441 202 222 235 PRX
142 117 135 42 71 89 SERTAD1
747 555 589 363 492 476 SERTAD3
252 204 208 108 130 119 BLVRB
27 45 44 72 108 101 SPTBN4
1254 1139 1148 570 760 839 SHKBP1
7530 6148 6253 2119 3073 3787 LTBP4
864 722 768 951 1224 1407 NUMBL
2086 1663 1909 1303 1637 1767 COQ8B
678 478 590 428 523 548 ITPKC
1021 797 901 474 713 766 ACTMAP
3405 2954 3113 1550 2073 2218 SNRPA
53 38 48 41 41 36 RAB4B
926 785 925 731 845 914 EGLN2
53 32 33 23 26 53 CYP2T1P
113 59 104 64 81 74 NA
63 47 58 37 47 35 NA
68 57 76 51 49 42 NA
66 44 57 37 55 58 CYP2A6
1798 1430 1485 465 611 599 AXL
15760 13814 14903 9888 11920 13484 HNRNPUL1
241 190 208 55 70 81 TGFB1
98 77 102 92 123 152 LOC105372401
1379 1236 1376 963 1348 1567 CCDC97
292 189 188 160 200 188 TMEM91
153 163 162 144 175 188 B9D2
85 57 68 94 99 108 NA
361 304 377 209 266 308 EXOSC5
31 37 27 25 52 44 B3GNT8
1993 1651 1941 1135 1377 1535 DMAC2
14 9 9 53 47 52 CEACAM21
34440 28669 34116 8729 11948 12357 RPS19
772 727 717 652 828 891 ARHGEF1
36 23 29 35 38 32 NA
236 167 191 112 155 161 RABAC1
188 150 137 205 303 362 ATP1A3
1239 983 1005 1198 1666 1852 GRIK5
972 917 967 517 731 881 ZNF574
271 219 229 1036 1315 1445 POU2F2
47 29 45 191 243 262 LNROP
558 442 500 390 415 523 DEDD2
684 546 627 403 481 531 ZNF526
1501 1333 1411 1051 1241 1375 GSK3A
3939 2876 3302 956 1419 1598 ERF
3306 2899 3168 2380 3098 3852 CIC
1243 1141 1191 1046 1490 1588 PAFAH1B3
31 34 48 64 80 104 PRR19
321 316 243 262 325 399 TMEM145
3963 3633 3950 4145 5788 6792 MEGF8
53 43 50 9 13 10 CNFN
642 434 483 309 365 348 LIPE-AS1
694 521 540 410 567 615 LIPE
56 43 34 43 57 70 CXCL17
194 130 134 137 106 125 CEACAM1
202 146 160 89 123 113 PHLDB3
188 159 148 91 154 113 ETHE1
77 71 90 97 132 129 ZNF575
1578 1301 1443 897 1006 1285 XRCC1
238 164 183 137 151 159 PINLYP
3455 3120 3319 4999 5700 6254 IRGQ
360 304 286 308 378 389 ZNF576
55 54 46 51 68 56 SRRM5
1275 1161 1313 795 1049 1063 ZNF428
3071 2394 2548 2911 3715 3907 CADM4
433 333 396 241 293 318 PLAUR
1203 1059 1126 1329 1675 1808 SMG9
1099 929 1046 710 780 793 ZNF283
163 113 183 186 164 226 ZNF404
90 75 81 65 68 92 NA
56 36 41 42 59 48 NA
197 191 194 297 352 356 NA
1068 912 1013 843 878 1001 ZNF45
650 538 676 469 549 607 ZNF221
393 328 336 259 264 258 ZNF155
106 106 106 90 124 101 NA
339 308 347 285 300 270 ZNF230
321 274 307 235 268 274 ZNF222
57 65 72 67 62 72 ZNF223
243 199 252 176 148 217 ZNF284
736 596 698 415 417 459 ZNF224
236 209 261 126 136 126 ZNF225-AS1
893 729 755 478 555 602 ZNF225
123 89 75 52 58 47 NA
1132 939 1131 961 1123 1151 ZNF234
2714 2046 2385 1666 1895 2023 ZNF226
1441 1129 1331 806 906 937 ZNF227
522 452 456 499 545 583 ZNF235
129 115 100 110 100 117 NA
312 254 280 297 356 394 ZNF233
38 26 39 29 54 50 NA
907 936 1080 746 809 843 ZNF112
661 488 582 581 590 672 ZNF285
58 48 64 69 66 72 NA
1113 991 1249 974 1025 1133 ZNF180
707 629 658 349 476 490 PVR
177 102 125 61 82 73 CEACAM19
72 58 60 43 51 52 BCL3
277 166 193 234 330 354 BCAM
3153 2486 2744 1371 1817 1997 NECTIN2
72 40 50 36 48 38 NA
1767 1722 1958 1540 2078 2208 TOMM40
733 632 717 107 136 188 APOE
105 94 132 22 34 24 APOC1
65 47 60 19 24 32 NA
1963 1767 2005 1871 2574 2762 CLPTM1
482 355 431 61 89 113 RELB
1474 1190 1419 927 1052 1291 CLASRP
48 44 34 19 26 41 ZNF296
78 73 81 74 76 80 NA
50 44 62 40 36 78 GEMIN7
2330 1791 2041 1583 2014 2164 MARK4
1198 988 1122 791 1068 1155 PPP1R37
63 38 69 58 64 76 NKPD1
997 766 858 204 197 228 TRAPPC6A
270 245 290 170 204 258 BLOC1S3
2876 2392 2524 1121 1433 1633 ERCC2
177 155 197 74 91 124 PPP1R13L
122 120 113 104 133 110 POLR1G
1836 1537 1679 983 1275 1460 ERCC1
321 255 317 535 733 759 RTN2
2004 1745 1787 937 1188 1241 VASP
725 664 812 800 837 931 OPA3
457 315 340 178 255 240 EML2
62 42 38 27 31 38 GIPR
7653 6509 8162 2882 3357 3287 SNRPD2
477 423 481 156 225 242 QPCTL
1201 1087 1164 626 833 993 FBXO46
478 452 457 235 303 315 NA
248 187 234 115 179 282 SIX5
98 70 78 45 50 73 NA
1081 857 996 938 1176 1301 DMPK
1950 1667 1722 1730 2040 2555 DMWD
3853 3343 3317 2487 3349 3559 SYMPK
989 956 1006 653 845 998 IRF2BP1
206 215 238 138 208 243 MYPOP
7348 6131 6531 6961 8695 10176 NOVA2
26 24 28 46 46 58 NA
505 400 450 207 307 353 CCDC61
44 34 29 33 31 40 PGLYRP1
62 62 72 92 91 106 NA
37 46 36 59 56 62 IGFL4
676 433 522 570 737 836 HIF3A
2122 1893 2156 1753 2299 2509 PPP5C
164 108 116 80 123 125 NA
1595 1279 1419 780 984 1069 CCDC8
419 305 345 574 747 725 PNMA8C
2584 2134 2431 2018 2287 2412 PNMA8A
53 80 52 43 73 61 PPP5D1P
303 263 301 156 153 201 PNMA8B
10949 9421 10327 6855 8859 9622 CALM3
13 5 12 114 190 186 GNG8
10 7 8 49 63 59 NA
685 523 512 367 465 489 DACT3
52 52 43 53 79 67 DACT3-AS1
1293 1033 1089 777 986 1151 PRKD2
3366 2810 2998 2729 3570 4020 STRN4
26 25 23 42 38 27 NA
807 724 792 745 928 1067 FKRP
1957 1691 1916 631 838 792 SLC1A5
2004 1743 1933 1032 1251 1282 AP2S1
27 39 19 37 53 37 NA
11928 10293 11582 11377 12998 13863 ARHGAP35
154 119 132 57 51 73 NPAS1
551 461 544 164 323 321 TMEM160
4499 4487 4805 3718 4458 5220 ZC3H4
9859 8899 10106 6228 7189 7594 SAE1
923 602 724 157 171 227 BBC3
935 742 897 473 692 721 CCDC9
25 31 38 32 30 39 NA
171 170 162 93 153 157 INAFM1
1030 899 1019 797 1021 1201 DHX34
3955 2944 3106 1594 2049 2456 MEIS3
38 22 31 108 134 169 SLC8A2
259 229 237 187 228 287 KPTN
73 63 66 59 66 73 NA
506 428 510 490 634 684 NAPA
73 45 39 14 16 16 BICRA-AS2
1311 1132 1236 958 1323 1550 BICRA
60 51 61 80 76 83 NA
46 42 49 65 80 80 NA
54 35 78 74 76 77 NA
161 143 148 39 52 48 EHD2
7053 5661 6307 2520 3473 3858 NOP53
2937 2508 3092 2558 3339 3359 SELENOW
59 36 47 37 36 48 PLA2G4C
3868 3376 3800 3016 3679 3827 LIG1
516 426 441 375 537 646 ZSWIM9
3162 2601 2808 2585 2686 2727 CARD8
32 35 39 59 61 71 NA
48 34 44 48 50 54 NA
144 151 157 202 250 233 ZNF114
63 48 45 11 18 33 ODAD1
303 246 286 133 150 182 EMP3
244 164 166 91 102 127 TMEM143
5866 4717 5303 3099 3991 4186 KDELR1
168 109 104 212 329 329 GRIN2D
1233 1203 1199 1152 1517 1706 GRWD1
74 69 71 58 79 100 KCNJ14
4015 3504 3964 5395 6368 6958 CYTH2
19 10 9 30 44 47 NA
170 118 134 451 673 800 LMTK3
38 28 29 37 46 28 FAM83E
7133 5276 6920 1752 2301 2715 RPL18
36 44 40 34 34 39 NA
548 525 573 479 724 787 SPHK2
367 317 302 213 295 352 DBP
546 447 473 304 433 458 CA11
112 91 82 120 120 141 FUT2
97 54 87 87 130 113 MAMSTR
55 49 46 60 49 58 RASIP1
4 7 1 49 74 83 FUT1
1011 869 830 262 345 333 BCAT2
58 46 69 47 54 52 LOC105372432
338 256 309 92 149 173 HSD17B14
750 643 733 213 229 221 PLEKHA4
989 887 957 1380 1704 1762 PPP1R15A
2420 2212 2292 1513 2094 2219 NUCB1
1214 1137 1219 573 821 820 BAX
5441 4659 5252 2086 3023 3100 FTL
1246 1087 1223 970 1264 1431 GYS1
2480 2096 2356 1664 2200 2526 RUVBL2
6861 6045 6573 4280 5293 5851 SNRNP70
61 61 74 46 79 71 LIN7B
941 684 808 644 824 1031 PPFIA3
219 110 115 38 79 61 HRC
556 386 414 237 308 333 TRPM4
830 683 764 837 1037 1067 SLC6A16
136 113 128 132 172 152 NA
392 255 366 338 452 435 NA
1307 1122 1186 1311 1719 1821 CD37
4424 3810 4329 3528 4310 5013 TEAD2
92 69 88 79 103 84 NA
175 151 170 199 269 263 DKKL1
25 40 27 66 79 72 LOC101928295
8 8 5 29 36 52 GFY
27 13 20 180 247 230 SLC17A7
714 649 718 360 437 472 PIH1D1
517 485 522 386 511 596 ALDH16A1
61726 47440 55989 14976 20217 21282 RPL13A
47143 36997 43882 13427 17673 18649 RPS11
565 456 511 326 394 437 FCGRT
297 233 233 109 157 167 RCN3
1374 1268 1405 718 1039 1083 NOSIP
3842 3280 3459 2833 3974 4682 PRR12
250 166 175 48 85 84 RRAS
3100 2805 3009 2234 2926 3496 SCAF1
1083 892 1016 600 767 731 IRF3
1317 1099 1320 458 644 676 BCL2L12
9280 7680 8931 4951 6523 6817 PRMT1
1445 1179 1327 1390 1737 1885 CPT1C
3218 2683 2812 2176 2624 3060 AP2A1
382 319 360 212 320 298 FUZ
1553 1430 1536 939 1420 1577 MED25
471 432 400 327 350 338 PTOV1-AS1
1716 1419 1602 1148 1605 1794 PTOV1
61 40 41 49 46 45 NA
90 61 54 58 75 72 NA
1053 1063 1165 933 1153 1278 PNKP
1142 990 1201 975 1172 1331 AKT1S1
786 621 670 503 615 751 TBC1D17
2735 2500 2710 2129 2651 2890 NUP62
272 254 323 260 305 296 ATF5
77 37 56 38 44 56 SIGLEC16
1540 1207 1331 978 1271 1299 VRK3
1003 958 1066 942 1044 1099 ZNF473
76 60 43 59 67 58 NA
184 196 214 78 56 90 NA
72 52 42 41 73 55 MYH14
292 223 255 143 206 202 KCNC3
1088 945 1056 535 668 753 NR1H2
93 92 83 42 57 61 NAPSA
1747 1688 1790 1166 1711 1892 POLD1
1751 1478 1714 1115 1436 1629 EMC10
74 67 88 51 82 76 JOSD2
106 70 80 66 85 80 ASPDH
3846 3096 3291 2669 3705 4446 LRRC4B
31 24 20 28 49 46 NA
78 64 63 75 70 110 NA
110 64 64 121 146 179 SYT3
117 102 123 14 28 51 C19orf81
1265 1024 1138 1003 1306 1611 SHANK1
212 162 186 57 103 104 CLEC11A
43 25 39 31 31 46 SMIM47
161 130 143 131 171 151 ACP4
1041 877 955 581 763 779 C19orf48P
150 139 170 98 132 173 CTU1
1828 1399 1520 568 817 907 IGLON5
242 223 249 74 105 83 VSIG10L
251 248 257 165 213 256 ETFB
256 219 255 151 161 174 NA
175 142 171 101 148 129 SIGLEC10
1222 942 961 751 837 934 ZNF175
65 61 57 28 49 44 LINC01530
25 15 14 35 41 47 SPACA6-AS1
174 127 156 235 313 283 SPACA6
29 14 27 64 68 73 NA
1824 1512 1678 1047 1220 1249 ZNF577
208 187 190 147 143 178 NA
1800 1487 1669 913 1145 1208 ZNF649
362 366 394 427 464 515 ZNF613
107 87 116 195 186 235 ZNF350-AS1
523 469 524 511 522 522 ZNF350
1383 1189 1297 850 1010 1000 ZNF615
74 56 91 64 77 78 NA
1443 1346 1479 933 1025 960 ZNF614
2174 1841 2154 1682 1746 1929 ZNF432
69 45 72 34 37 50 NA
910 677 767 433 474 536 ZNF841
1424 1283 1536 1200 1268 1429 ZNF616
206 158 187 430 415 532 ZNF836
10227 8831 9659 7198 9296 10030 PPP2R1A
87 66 70 48 61 51 NA
1680 1489 1576 1108 1232 1331 ZNF766
49 35 51 33 56 56 NA
1543 1569 2009 1250 1247 1258 ZNF480
138 118 143 93 104 119 NA
773 677 792 747 847 950 ZNF610
895 763 832 716 834 802 ZNF880
209 158 191 125 169 135 ZNF528-AS1
288 247 267 249 297 318 ZNF528
56 37 49 35 26 33 ZNF578
1280 1026 1165 1027 1099 1217 ZNF808
641 500 587 411 456 473 ZNF701
200 171 199 164 196 195 NA
66 37 56 39 41 28 NA
138 143 165 105 99 125 NA
1398 1188 1315 1676 1935 1885 LOC122539214
52 52 53 54 36 35 NA
89 72 67 63 69 66 NA
543 429 503 290 349 333 ZNF83
110 102 120 100 138 151 NA
1077 838 1032 924 1010 972 ZNF611
142 101 128 53 77 74 ZNF600
1083 871 1137 734 761 840 ZNF28
765 668 783 511 557 562 ZNF468
2585 2301 2502 2084 2244 2459 ZNF320
55 71 56 47 58 58 NA
540 586 583 313 334 374 ZNF888
146 127 132 54 57 69 ZNF321P
457 395 458 235 212 269 ZNF816
326 321 346 252 268 302 ZNF702P
49 45 44 51 47 41 NA
1836 1531 1764 1311 1401 1510 ZNF160
89 64 91 71 82 67 NA
898 702 835 476 528 576 ZNF415
1055 1008 1112 1012 1045 1192 ZNF347
469 360 378 185 213 185 ZNF665
50 51 41 32 27 28 NA
51 59 56 32 26 35 NDUFV2P1
1027 902 989 1 2 0 ZNF677
1007 954 1206 596 711 714 ZNF845
61 53 65 115 110 131 ZNF525
1082 806 961 694 719 708 ZNF765
318 324 322 260 270 279 TPM3P9
1004 850 1016 477 550 548 ZNF761
156 156 168 123 126 119 NA
980 846 1051 400 477 452 ZNF813
2641 2130 2384 1401 1475 1577 ZNF331
162 102 142 70 93 74 NA
1516 1297 1411 547 667 875 MYADM
402 293 324 95 122 164 PRKCG
108 120 82 27 48 69 NA
3793 2841 3081 1655 2176 2620 CACNG7
395 315 393 1150 1447 1594 CACNG8
316 229 257 22 32 47 CACNG6
1864 1583 1927 783 1404 1495 NDUFA3
378 317 379 196 252 300 TFPT
942 857 901 833 1079 1134 PRPF31
78 77 71 40 42 60 NA
2096 1877 1935 1701 2118 2426 CNOT3
241 168 223 152 202 240 LENG1
550 438 439 227 293 341 TMC4
1748 1389 1572 1074 1413 1678 MBOAT7
1401 1199 1348 654 880 953 TSEN34
13165 10320 12329 3679 4880 5199 RPS9
16 14 17 30 43 56 NA
23 28 28 38 54 79 LILRB3
14 14 20 33 42 25 LILRA6
5600 4174 4245 2834 4114 4572 TTYH1
134 88 78 61 90 79 NA
565 432 513 399 424 468 LENG8-AS1
53 48 57 68 84 79 NA
7402 5685 5803 3828 5052 5939 LENG8
72 50 49 22 30 19 CDC42EP5
600 569 673 825 1016 933 NLRP2
123 75 97 138 143 141 NA
41 22 61 44 70 84 GP6
318 259 328 330 313 414 RDH13
213 175 203 262 368 447 EPS8L1
2142 1827 1986 1489 1910 2243 PPP1R12C
31 24 33 19 51 38 NA
46 36 50 124 159 179 TNNT1
34 35 29 73 65 88 DNAAF3
11 9 1 35 53 51 DNAAF3-AS1
37 32 55 513 698 793 SYT5
36 40 33 134 144 177 PTPRH
19 19 27 44 57 47 NA
53 41 70 37 62 73 NA
2127 1774 2057 1225 1647 1960 PPP6R1
591 525 598 440 667 670 HSPBP1
1061 747 869 1123 1385 1571 BRSK1
1318 950 1024 443 613 637 KMT5C
22805 19938 22216 6397 9351 10194 RPL28
4331 4152 4433 2145 3312 3314 UBE2S
80 80 82 241 294 323 SHISA7
633 579 569 301 433 429 ISOC2
248 242 211 224 330 431 ZNF628
1928 1477 1639 782 1062 1198 NAT14
114 71 82 66 88 91 SSC5D
749 678 779 626 824 1084 ZNF579
769 665 688 783 1050 1104 FIZ1
128 79 97 80 103 92 ZNF524
756 627 679 482 672 844 ZNF865
35 32 43 74 61 62 NA
382 321 386 213 298 356 ZNF784
670 529 604 330 489 547 ZNF580
662 625 736 251 352 402 ZNF581
298 290 297 251 326 364 CCDC106
5643 5005 5797 5026 6597 7272 U2AF2
2782 2417 2610 2225 3189 3801 EPN1
1281 1063 1192 686 918 1017 ZNF787
1408 1141 1284 878 1156 1285 ZNF444
67 59 70 93 58 82 NA
257 221 282 307 309 332 ZSCAN5A
225 185 199 324 341 363 EDDM13
37 35 23 43 54 54 NA
46 44 38 30 52 44 ZSCAN5A-AS1
702 640 756 616 636 613 ZNF542P
296 279 327 231 260 265 ZNF582
123 126 124 99 88 97 NA
82 63 83 61 78 84 ZNF582-DT
548 503 611 695 701 783 ZNF583
626 536 614 74 58 81 ZFP28
138 98 121 68 68 89 ZNF470-DT
869 766 827 990 982 1159 ZNF470
1464 1330 1405 1434 1694 1903 ZNF71
2981 2382 2594 2406 2530 2787 ZNF264
1585 1282 1363 1325 1467 1463 ZNF805
262 201 201 136 137 153 ZNF460-AS1
2447 1922 2171 1985 2236 2501 ZNF460
209 163 183 197 212 223 NA
393 370 412 394 411 351 NA
1481 1237 1368 1647 1850 1907 NA
894 785 840 749 808 878 ZNF543
976 796 869 764 762 910 ZNF304
157 108 99 193 212 218 ZNF547
231 210 220 99 153 123 TRAPPC2B
1279 1036 1123 908 979 1099 ZNF548
491 416 525 469 535 578 ZNF17
1116 945 1005 888 1062 1116 ZNF749
303 234 269 300 347 371 NA
109 83 91 103 114 135 VN1R1
1425 1216 1364 1112 1311 1243 ZNF772
1139 1002 1098 869 944 1045 ZNF419
323 271 273 269 288 321 ZNF773
965 718 884 931 1075 1040 ZNF549
1044 908 1021 704 804 841 ZNF550
577 512 587 435 468 496 ZNF416
1291 1208 1246 1238 1416 1481 ZIK1
137 122 147 133 118 148 NA
545 454 471 472 538 507 ZNF530
2224 1876 2166 1804 2017 2124 ZNF134
1870 1556 1664 1232 1266 1366 ZNF211
1278 1106 1195 1265 1357 1453 ZNF551
2159 1782 1834 2926 3239 3365 ZNF154
812 720 765 736 899 945 ZNF671
2057 1754 1979 1958 2004 2115 ZNF776
1377 1061 1180 1193 1510 1474 ZNF586
459 386 379 449 565 543 ZNF552
1907 1633 1749 1376 1523 1637 ZNF587B
47 46 34 49 49 36 NA
1952 1677 1868 2220 2481 2585 ZNF814
2506 2112 2386 1967 2257 2262 ZNF587
248 187 192 162 188 192 NA
243 217 216 261 299 293 NA
1489 1222 1353 1426 1469 1559 ZNF417
1936 1563 1780 1525 1775 1897 ZNF418
942 737 873 498 636 748 ZNF256
20 22 24 54 53 60 C19orf18
44 32 42 61 52 72 NA
2099 1826 2012 2015 2228 2292 ZNF606
863 692 768 1058 1169 1351 ZNF606-AS1
165 138 181 175 223 253 ZSCAN1
543 414 470 568 722 782 ZNF135
2357 1937 2125 1245 1564 1694 ZSCAN18
1358 1118 1239 989 1095 1200 ZNF329
1362 1141 1231 942 1185 1145 ZNF274
1276 1056 1175 1658 1781 1723 ZNF544
691 491 619 630 714 703 ZNF8-DT
38 38 41 43 53 54 NA
2880 2294 2592 2364 2750 2760 ZNF8
167 169 153 147 184 199 ZNF8-ERVK3-1
359 379 365 343 379 388 ERVK3-1
268 228 262 147 223 230 LOC105372480
46 29 59 38 39 56 LOC100887072
400 392 358 403 445 446 ZSCAN22
19 22 12 27 46 51 A1BG
45 32 45 91 78 106 NA
27 33 32 63 68 101 A1BG-AS1
106 100 103 93 125 132 ZNF497
49 44 40 70 79 80 NA
185 139 167 99 124 152 NA
154 120 160 105 142 174 ZNF837
5924 4828 5703 1566 2199 2328 RPS5
706 656 751 790 928 971 ZNF584
703 618 625 468 564 511 NA
41 34 45 70 83 85 NA
228 217 198 376 417 409 ZNF132
53 36 77 105 109 121 NA
287 283 275 252 331 327 ZNF324B
836 746 724 581 774 768 ZNF324
256 193 217 163 241 261 ZNF446
489 389 442 224 274 297 SLC27A5
482 437 475 398 640 655 ZBTB45
15056 13118 14158 9521 12645 14101 TRIM28
2511 2269 2653 1049 1265 1319 CHMP2A
1893 1798 1990 1364 1733 1988 UBE2M
1630 1269 1373 1364 1543 1666 CENPBD2P
734 655 680 714 906 1027 MZF1
979 752 831 653 835 882 C20orf96
2618 2353 2484 1695 2154 2376 ZCCHC3
131 105 118 60 86 78 NA
770 602 658 374 425 409 NRSN2-AS1
6349 5295 5785 4092 5392 6476 SOX12
1041 952 982 801 1110 1192 NRSN2
108 126 115 117 155 171 TRIB3
1536 1186 1382 1006 1347 1386 RBCK1
2160 1821 2071 1726 1932 2091 TBC1D20
14785 12374 14151 8912 10209 10709 CSNK2A1
66 46 38 129 207 247 SCRT2
352 358 333 319 454 511 FAM110A
181 131 144 137 155 151 NA
3163 2773 3082 2567 3325 3512 PSMF1
39 31 50 26 48 33 NA
112 101 104 46 58 75 TMEM74B
153 121 122 256 304 383 SNPH
90 87 86 56 72 73 SDCBP2
69 46 52 18 31 28 NA
525 450 542 392 496 497 SDCBP2-AS1
85 68 63 42 49 57 NA
5299 4737 5489 2729 3139 3256 FKBP1A
3396 3111 3450 2473 2990 3321 NSFL1C
346 252 291 109 147 114 LOC100289473
897 832 977 582 610 650 SIRPA
3367 2973 3264 1679 2152 2320 STK35
72 53 68 58 75 86 NA
5138 5057 5304 2817 3643 3517 SNRPB
947 817 854 475 524 615 ZNF343
43 45 40 64 71 74 TMC2
56 48 61 32 51 37 LOC124908099
5819 5292 6076 3186 3878 3949 NOP56
2187 1969 2156 1257 1496 1590 IDH3B
497 320 334 168 219 250 EBF4
7009 6115 6568 2310 2916 3326 CPXM1
2027 1623 1666 831 1073 1192 PCED1A
1440 1245 1418 985 1141 1232 VPS16
6749 5471 6155 5014 5656 6234 PTPRA
1097 1001 1124 618 827 848 MRPS26
58 42 39 45 58 66 UBOX5-AS1
409 371 412 330 415 476 UBOX5
930 855 1008 691 802 837 FASTKD5
914 660 676 423 591 657 LZTS3
444 346 324 318 355 426 NA
62 61 70 54 55 73 NA
1306 1124 1222 906 1097 1253 DDRGK1
1046 1006 1116 729 934 982 ITPA
2520 1974 2195 2818 3133 3236 DNAAF9
61 54 51 50 63 63 NA
52 41 49 50 71 70 NA
5034 4191 4699 4037 4415 4911 ATRN
19 26 40 43 58 44 SF3A3P1
125 138 138 27 30 43 ADAM33
238 241 258 234 310 301 HSPA12B
1030 936 957 630 895 1010 ADISSP
2164 1939 2191 1705 2234 2563 CENPB
1725 1664 1925 2052 2529 2791 CDC25B
162 174 193 333 404 428 AP5S1
5780 4935 5332 3877 4604 4979 MAVS
127 116 140 123 178 158 NA
2616 2111 2379 2006 2510 2479 PANK2
224 162 154 105 161 139 NA
2276 1819 2159 1736 1946 2052 RNF24
434 366 407 329 396 454 SMOX
636 567 654 643 659 727 PRNP
3255 2764 3158 4586 5401 5790 RASSF2
51 42 37 57 76 60 NA
1460 1432 1527 1451 1587 1676 SLC23A2
71 38 37 34 28 49 NA
3645 3390 3726 2174 2758 3030 TMEM230
34 50 40 30 30 50 RNA5SP474
4977 5127 5954 3993 4384 4547 PCNA
9200 7160 7921 5917 6915 7343 CDS2
92 64 65 435 532 543 LINC00654
4652 4074 4238 2799 3058 3088 GPCPD1
31 29 45 51 61 68 NA
274 250 249 135 148 173 SHLD1
141 131 132 497 565 659 CHGB
909 933 1073 829 848 839 TRMT6
1213 973 1103 1141 1184 1301 MCM8
63 39 46 38 47 48 MCM8-AS1
230 159 188 150 185 205 CRLS1
23 25 17 34 32 54 LRRN4
101 61 86 6 10 9 FERMT1
77 85 72 98 111 79 BMP2
1927 1730 2001 2549 2599 2724 TMX4
4856 4010 4426 760 826 1001 PLCB1
1904 1557 1716 1174 1180 1267 PLCB4
205 221 202 24 27 25 LAMP5
170 138 140 722 927 953 PAK5
311 308 290 294 283 287 ANKEF1
350 288 352 858 966 1075 SNAP25
1087 921 965 850 877 922 MKKS
804 733 798 818 922 992 SLX4IP
44 38 41 30 39 38 NA
11496 9440 10370 5653 6329 6786 JAG1
7077 6262 6992 3473 3950 4061 BTBD3
463 415 404 305 354 357 BTBD3-AS1
77 73 111 150 175 182 SPTLC3
759 582 679 371 490 458 TASP1
3106 2758 3641 1654 1675 1747 ESF1
814 686 827 856 930 986 NDUFAF5
504 429 513 537 437 534 MACROD2
1435 1330 1658 5383 5468 5596 FLRT3
822 808 1013 59 79 56 LOC613266
1484 1309 1509 752 790 804 KIF16B
3651 3239 3861 2072 2433 2443 SNRPB2
